benchmark,task_set,n_tasks,task_set_sha,model,model_route,provider,harness,harness_version,harness_commit,arm,n_runs,aggregator,score_mean,score_std,resolved_ids_sha,cost_usd_mean,cost_usd_std,input_tokens_mean,output_tokens_mean,steps_mean,steps_p95,wall_seconds_mean,catalogue_bytes,catalogue_tokens_per_call,compaction_events_mean,approval_cards_fired_mean,approvals_auto_answered,security_mode,task_max_steps,self_continuations,max_compute_credits,max_spend_usd,surfaces_browser,surfaces_desktop,absent_route_requests,backend,isolates_network,verifier_env,network_mode,infra_failures_advisory,declared_drops,run_started_at,athanor_commit
athanor-wire,sum-integers,1,bc461dbffec8fdaa,scripted-no-provider,none,none,athanor,0.1.1,fbd5888,shipped,1,mean,1,,af6ab0f789a43826,0,,65104,26,5,5,0.2,36853,8280,0,0,0,balanced,12,0,50,,absent,absent,0,local,false,same,host,0,no capability-token verification (the real runner verifies a signed token per request); no Landlock sandbox and no rlimits; no per-call egress gating: a command shares this host network namespace; no EXIF strip on /image; background work is never stopped; the verifier runs in the same box the agent could reach,2026-09-03T13:57:33.912Z,fbd5888
